province,wmo_id,usaf_prefix,lat_table,lon_table,elev_table_m
Zhejiang,58546,585460,29.466666666666665,119.88333333333334,114.2
Zhejiang,58547,585470,29.033333333333335,119.18333333333334,65.1
Zhejiang,58548,585480,29.216666666666665,119.46666666666667,46.7
Zhejiang,58549,585490,29.116666666666667,119.65,61.4
Zhejiang,58550,585500,29.7,120.25,39.4
Zhejiang,58553,585530,30.05,120.81666666666666,6.4
Zhejiang,58555,585550,29.516666666666666,120.88333333333334,112.4
Zhejiang,58556,585560,29.6,120.81666666666666,103.8
Zhejiang,58557,585570,29.333333333333332,120.08333333333333,87.6
Zhejiang,58558,585580,29.266666666666666,120.21666666666667,89.0
Zhejiang,58559,585590,29.166666666666668,120.98333333333333,59.5
Zhejiang,58560,585600,29.05,120.43333333333334,301.3
Zhejiang,58561,585610,29.983333333333334,121.6,5.2
Zhejiang,58562,585620,29.783333333333335,121.55,6.2
Zhejiang,58563,585630,29.883333333333333,121.83333333333333,6.0
Zhejiang,58565,585650,29.7,121.38333333333334,42.7
Zhejiang,58566,585660,29.466666666666665,121.88333333333334,7.2
Zhejiang,58567,585670,29.316666666666666,121.43333333333334,40.4
Zhejiang,58568,585680,29.116666666666667,121.38333333333334,35.9
Zhejiang,58569,585690,29.2,121.95,129.2
Zhejiang,58570,585700,29.95,122.3,83.2
Zhejiang,58631,586310,28.9,118.5,132.1
Zhejiang,58632,586320,28.716666666666665,118.6,124.1
Zhejiang,58642,586420,28.883333333333333,119.8,102.6
Zhejiang,58643,586430,28.9,120.03333333333333,99.4
Zhejiang,58644,586440,28.6,119.28333333333333,237.2
Zhejiang,58646,586460,28.45,119.91666666666667,59.6
Zhejiang,58647,586470,28.083333333333332,119.13333333333334,217.3
Zhejiang,58648,586480,28.0,119.63333333333334,247.8
Zhejiang,58652,586520,28.866666666666667,120.71666666666667,79.1
Zhejiang,58654,586540,28.666666666666668,120.08333333333333,184.9
Zhejiang,58656,586560,28.066666666666666,120.96666666666667,58.2
Zhejiang,58657,586570,28.15,120.28333333333333,59.0
Zhejiang,58658,586580,28.15,120.68333333333334,36.4
Zhejiang,58659,586590,28.033333333333335,120.65,29.0
Zhejiang,58660,586600,28.866666666666667,121.2,6.8
Zhejiang,58664,586640,28.366666666666667,121.36666666666666,33.6
Zhejiang,58665,586650,28.616666666666667,121.41666666666667,5.3
Zhejiang,58666,586660,28.45,121.9,84.4
Zhejiang,58667,586670,28.083333333333332,121.26666666666667,99.4
